Incident_ID,Vehicle_Type,Location,City,Obstruction_Type,Emergency_Status,Severity_Level,Reported_Time,Priority_Score,AI_Priority_Level,Recommended_Action,Assigned_QR_ID,QR_ID,Owner_ID,Vehicle_Number,Masked_Contact,Registered_City,Anonymous_Notification,Emergency_Escalation
INC0171,Auto Rickshaw,Pedestrian Sidewalk,Chennai,Roadside Congestion,Yes,Critical,2026-05-20 19:25:55.448483,70,Medium Priority,Standard obstruction resolution workflow,QR0120,QR0120,USER0120,TN98AB3188,98XXXX9872,Mumbai,[NOTICE] Your vehicle may be causing access inconvenience near Pedestrian Sidewalk.,Standard Workflow
INC0172,Car,Commercial Complex,Chennai,Pedestrian Path Obstructed,No,Low,2026-05-21 09:08:55.448488,75,Medium Priority,Standard obstruction resolution workflow,QR0298,QR0298,USER0298,TN37AB1212,98XXXX9115,Kochi,[NOTICE] Your vehicle may be causing access inconvenience near Commercial Complex.,Standard Workflow
INC0173,Van,Emergency Exit,Bangalore,Pedestrian Path Obstructed,No,Critical,2026-05-24 10:27:55.448492,95,High Priority,Urgent owner notification required,QR0131,QR0131,USER0131,TN56AB7762,98XXXX4572,Delhi,[HIGH PRIORITY] Your vehicle is currently blocking access near Emergency Exit. Please respond urgently.,Standard Workflow
INC0174,Taxi,Apartment Gate,Pune,Commercial Entrance Blocked,No,Medium,2026-05-24 08:28:55.448497,60,Medium Priority,Standard obstruction resolution workflow,QR0180,QR0180,USER0180,TN42AB9108,98XXXX7112,Hyderabad,[NOTICE] Your vehicle may be causing access inconvenience near Apartment Gate.,Standard Workflow
INC0175,Mini Truck,Pedestrian Sidewalk,Chennai,Illegal Parking,No,Low,2026-05-24 06:06:55.448502,25,Low Priority,Low urgency monitoring,QR0214,QR0214,USER0214,TN86AB4368,98XXXX3577,Pune,[INFO] Minor obstruction reported near Pedestrian Sidewalk.,Standard Workflow
INC0176,Van,School Zone,Chennai,Commercial Entrance Blocked,Yes,Critical,2026-05-22 01:05:55.448506,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0170,QR0170,USER0170,TN27AB8200,98XXXX8146,Pune,[CRITICAL ALERT] Your vehicle is causing an obstruction near School Zone. Immediate attention required.,Escalation Required
INC0177,Van,Emergency Exit,Bangalore,Emergency Access Blocked,No,Critical,2026-05-25 11:31:55.448511,95,High Priority,Urgent owner notification required,QR0148,QR0148,USER0148,TN37AB4137,98XXXX9227,Hyderabad,[HIGH PRIORITY] Your vehicle is currently blocking access near Emergency Exit. Please respond urgently.,Standard Workflow
INC0178,Van,Traffic Junction,Chennai,Gate Blockage,No,Medium,2026-05-26 09:43:55.448515,60,Medium Priority,Standard obstruction resolution workflow,QR0278,QR0278,USER0278,TN44AB3784,98XXXX3648,Kochi,[NOTICE] Your vehicle may be causing access inconvenience near Traffic Junction.,Standard Workflow
INC0179,Car,Emergency Exit,Hyderabad,Emergency Access Blocked,No,Critical,2026-05-25 17:30:55.448520,95,High Priority,Urgent owner notification required,QR0066,QR0066,USER0066,TN15AB9605,98XXXX7608,Delhi,[HIGH PRIORITY] Your vehicle is currently blocking access near Emergency Exit. Please respond urgently.,Standard Workflow
INC0180,Mini Truck,Emergency Exit,Bangalore,Commercial Entrance Blocked,Yes,Critical,2026-05-27 08:10:55.448525,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0228,QR0228,USER0228,TN57AB4264,98XXXX8113,Delhi,[CRITICAL ALERT] Your vehicle is causing an obstruction near Emergency Exit. Immediate attention required.,Escalation Required
INC0181,Car,School Zone,Bangalore,Emergency Access Blocked,No,Critical,2026-05-26 17:59:55.448531,95,High Priority,Urgent owner notification required,QR0119,QR0119,USER0119,TN83AB5275,98XXXX6055,Chennai,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Standard Workflow
INC0182,Auto Rickshaw,Emergency Exit,Hyderabad,Illegal Parking,No,Critical,2026-05-26 09:55:55.448537,65,Medium Priority,Standard obstruction resolution workflow,QR0286,QR0286,USER0286,TN91AB7629,98XXXX3694,Kochi,[NOTICE] Your vehicle may be causing access inconvenience near Emergency Exit.,Standard Workflow
INC0183,Car,Commercial Complex,Mumbai,Illegal Parking,Yes,Critical,2026-05-26 01:48:55.448542,90,High Priority,Urgent owner notification required,QR0026,QR0026,USER0026,TN11AB9593,98XXXX2079,Hyderabad,[HIGH PRIORITY] Your vehicle is currently blocking access near Commercial Complex. Please respond urgently.,Standard Workflow
INC0184,Mini Truck,Emergency Exit,Hyderabad,Gate Blockage,Yes,Critical,2026-05-24 17:44:55.448547,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0058,QR0058,USER0058,TN92AB2778,98XXXX9883,Hyderabad,[CRITICAL ALERT] Your vehicle is causing an obstruction near Emergency Exit. Immediate attention required.,Escalation Required
INC0185,Taxi,Shop Entrance,Kochi,Illegal Parking,Yes,Critical,2026-05-26 18:32:55.448552,70,Medium Priority,Standard obstruction resolution workflow,QR0016,QR0016,USER0016,TN44AB1129,98XXXX4949,Hyderabad,[NOTICE] Your vehicle may be causing access inconvenience near Shop Entrance.,Standard Workflow
INC0186,Taxi,Shop Entrance,Hyderabad,Roadside Congestion,Yes,Critical,2026-05-26 20:03:55.448556,70,Medium Priority,Standard obstruction resolution workflow,QR0296,QR0296,USER0296,TN73AB6061,98XXXX5318,Mumbai,[NOTICE] Your vehicle may be causing access inconvenience near Shop Entrance.,Standard Workflow
INC0187,Mini Truck,Traffic Junction,Delhi,Pedestrian Path Obstructed,Yes,Critical,2026-05-24 18:45:55.448561,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0209,QR0209,USER0209,TN67AB6530,98XXXX2320,Pune,[CRITICAL ALERT] Your vehicle is causing an obstruction near Traffic Junction. Immediate attention required.,Escalation Required
INC0188,Car,Shop Entrance,Pune,Gate Blockage,Yes,Critical,2026-05-21 20:22:55.448571,85,High Priority,Urgent owner notification required,QR0142,QR0142,USER0142,TN78AB2590,98XXXX4347,Bangalore,[HIGH PRIORITY] Your vehicle is currently blocking access near Shop Entrance. Please respond urgently.,Standard Workflow
INC0189,Van,Apartment Gate,Hyderabad,Gate Blockage,Yes,Critical,2026-05-27 11:52:55.448576,105,High Priority,Urgent owner notification required,QR0005,QR0005,USER0005,TN70AB3353,98XXXX5127,Mumbai,[HIGH PRIORITY] Your vehicle is currently blocking access near Apartment Gate. Please respond urgently.,Standard Workflow
INC0190,Two Wheeler,Apartment Gate,Kochi,Commercial Entrance Blocked,Yes,Critical,2026-05-20 23:08:55.448581,105,High Priority,Urgent owner notification required,QR0268,QR0268,USER0268,TN33AB2434,98XXXX1775,Mumbai,[HIGH PRIORITY] Your vehicle is currently blocking access near Apartment Gate. Please respond urgently.,Standard Workflow
INC0191,Mini Truck,Pedestrian Sidewalk,Bangalore,Gate Blockage,Yes,Critical,2026-05-25 02:34:55.448585,85,High Priority,Urgent owner notification required,QR0139,QR0139,USER0139,TN77AB1022,98XXXX2828,Hyderabad,[HIGH PRIORITY] Your vehicle is currently blocking access near Pedestrian Sidewalk. Please respond urgently.,Standard Workflow
INC0192,Van,Commercial Complex,Pune,Illegal Parking,No,Low,2026-05-25 16:54:55.448590,45,Low Priority,Low urgency monitoring,QR0112,QR0112,USER0112,TN63AB7538,98XXXX9137,Chennai,[INFO] Minor obstruction reported near Commercial Complex.,Standard Workflow
INC0193,Car,Residential Street,Mumbai,Commercial Entrance Blocked,Yes,Critical,2026-05-27 11:19:55.448594,85,High Priority,Urgent owner notification required,QR0038,QR0038,USER0038,TN36AB1428,98XXXX7919,Pune,[HIGH PRIORITY] Your vehicle is currently blocking access near Residential Street. Please respond urgently.,Standard Workflow
INC0194,Two Wheeler,Apartment Gate,Delhi,Emergency Access Blocked,Yes,Critical,2026-05-27 00:11:55.448599,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0164,QR0164,USER0164,TN17AB5617,98XXXX9960,Mumbai,[CRITICAL ALERT] Your vehicle is causing an obstruction near Apartment Gate. Immediate attention required.,Escalation Required
INC0195,Taxi,School Zone,Hyderabad,Emergency Access Blocked,No,Critical,2026-05-24 14:05:55.448604,95,High Priority,Urgent owner notification required,QR0269,QR0269,USER0269,TN36AB9430,98XXXX7862,Kochi,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Standard Workflow
INC0196,Taxi,School Zone,Hyderabad,Illegal Parking,Yes,Critical,2026-05-25 07:10:55.448608,110,High Priority,Urgent owner notification required,QR0234,QR0234,USER0234,TN84AB6841,98XXXX1689,Chennai,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Standard Workflow
INC0197,Auto Rickshaw,Hospital Entrance,Chennai,Roadside Congestion,No,Critical,2026-05-27 14:03:55.448613,65,Medium Priority,Standard obstruction resolution workflow,QR0207,QR0207,USER0207,TN18AB5718,98XXXX4479,Bangalore,[NOTICE] Your vehicle may be causing access inconvenience near Hospital Entrance.,Standard Workflow
INC0198,Two Wheeler,School Zone,Kochi,Illegal Parking,No,Low,2026-05-26 09:33:55.448617,65,Medium Priority,Standard obstruction resolution workflow,QR0130,QR0130,USER0130,TN57AB3242,98XXXX8334,Chennai,[NOTICE] Your vehicle may be causing access inconvenience near School Zone.,Standard Workflow
INC0199,Car,Narrow Lane,Mumbai,Pedestrian Path Obstructed,Yes,Critical,2026-05-22 21:17:55.448622,100,High Priority,Urgent owner notification required,QR0137,QR0137,USER0137,TN21AB3137,98XXXX2760,Bangalore,[HIGH PRIORITY] Your vehicle is currently blocking access near Narrow Lane. Please respond urgently.,Standard Workflow
INC0200,Taxi,Traffic Junction,Mumbai,Illegal Parking,Yes,Critical,2026-05-22 03:53:55.448627,90,High Priority,Urgent owner notification required,QR0066,QR0066,USER0066,TN15AB9605,98XXXX7608,Delhi,[HIGH PRIORITY] Your vehicle is currently blocking access near Traffic Junction. Please respond urgently.,Standard Workflow
INC0201,Car,Traffic Junction,Kochi,Illegal Parking,No,Low,2026-05-27 04:49:55.448631,45,Low Priority,Low urgency monitoring,QR0095,QR0095,USER0095,TN29AB8412,98XXXX7735,Delhi,[INFO] Minor obstruction reported near Traffic Junction.,Standard Workflow
INC0202,Mini Truck,Hospital Entrance,Chennai,Pedestrian Path Obstructed,No,Critical,2026-05-25 20:39:55.448636,95,High Priority,Urgent owner notification required,QR0006,QR0006,USER0006,TN85AB2209,98XXXX7403,Mumbai,[HIGH PRIORITY] Your vehicle is currently blocking access near Hospital Entrance. Please respond urgently.,Standard Workflow
INC0203,Van,Shop Entrance,Bangalore,Pedestrian Path Obstructed,Yes,Critical,2026-05-24 09:00:55.448641,100,High Priority,Urgent owner notification required,QR0137,QR0137,USER0137,TN21AB3137,98XXXX2760,Bangalore,[HIGH PRIORITY] Your vehicle is currently blocking access near Shop Entrance. Please respond urgently.,Standard Workflow
INC0204,Car,Apartment Gate,Kochi,Emergency Access Blocked,Yes,Critical,2026-05-21 03:09:55.448646,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0050,QR0050,USER0050,TN76AB9772,98XXXX6762,Hyderabad,[CRITICAL ALERT] Your vehicle is causing an obstruction near Apartment Gate. Immediate attention required.,Escalation Required
INC0205,Car,Residential Street,Mumbai,Emergency Access Blocked,Yes,Critical,2026-05-21 20:10:55.448650,100,High Priority,Urgent owner notification required,QR0233,QR0233,USER0233,TN60AB6105,98XXXX4464,Bangalore,[HIGH PRIORITY] Your vehicle is currently blocking access near Residential Street. Please respond urgently.,Standard Workflow
INC0206,Taxi,Emergency Exit,Bangalore,Pedestrian Path Obstructed,Yes,Critical,2026-05-23 05:28:55.448655,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0246,QR0246,USER0246,TN93AB5692,98XXXX3265,Mumbai,[CRITICAL ALERT] Your vehicle is causing an obstruction near Emergency Exit. Immediate attention required.,Escalation Required
INC0207,Two Wheeler,Traffic Junction,Mumbai,Emergency Access Blocked,Yes,Critical,2026-05-21 06:48:55.448660,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0065,QR0065,USER0065,TN71AB1614,98XXXX7371,Kochi,[CRITICAL ALERT] Your vehicle is causing an obstruction near Traffic Junction. Immediate attention required.,Escalation Required
INC0208,Taxi,Hospital Entrance,Chennai,Pedestrian Path Obstructed,No,Critical,2026-05-27 05:50:55.448665,95,High Priority,Urgent owner notification required,QR0228,QR0228,USER0228,TN57AB4264,98XXXX8113,Delhi,[HIGH PRIORITY] Your vehicle is currently blocking access near Hospital Entrance. Please respond urgently.,Standard Workflow
INC0209,Two Wheeler,Hospital Entrance,Kochi,Commercial Entrance Blocked,Yes,Critical,2026-05-22 11:25:55.448671,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0050,QR0050,USER0050,TN76AB9772,98XXXX6762,Hyderabad,[CRITICAL ALERT] Your vehicle is causing an obstruction near Hospital Entrance. Immediate attention required.,Escalation Required
INC0210,Auto Rickshaw,Hospital Entrance,Mumbai,Illegal Parking,Yes,Critical,2026-05-24 17:09:55.448676,110,High Priority,Urgent owner notification required,QR0075,QR0075,USER0075,TN34AB4169,98XXXX5349,Hyderabad,[HIGH PRIORITY] Your vehicle is currently blocking access near Hospital Entrance. Please respond urgently.,Standard Workflow
INC0211,Van,Hospital Entrance,Mumbai,Illegal Parking,Yes,Critical,2026-05-22 09:35:55.448680,110,High Priority,Urgent owner notification required,QR0222,QR0222,USER0222,TN36AB5727,98XXXX4919,Mumbai,[HIGH PRIORITY] Your vehicle is currently blocking access near Hospital Entrance. Please respond urgently.,Standard Workflow
INC0212,Mini Truck,Hospital Entrance,Chennai,Commercial Entrance Blocked,Yes,Critical,2026-05-21 03:22:55.448685,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0063,QR0063,USER0063,TN44AB3526,98XXXX5665,Pune,[CRITICAL ALERT] Your vehicle is causing an obstruction near Hospital Entrance. Immediate attention required.,Escalation Required
INC0213,Van,Hospital Entrance,Pune,Emergency Access Blocked,No,Critical,2026-05-22 20:37:55.448689,95,High Priority,Urgent owner notification required,QR0168,QR0168,USER0168,TN94AB8095,98XXXX3134,Bangalore,[HIGH PRIORITY] Your vehicle is currently blocking access near Hospital Entrance. Please respond urgently.,Standard Workflow
INC0214,Taxi,School Zone,Hyderabad,Commercial Entrance Blocked,No,Medium,2026-05-22 10:19:55.448696,80,High Priority,Urgent owner notification required,QR0095,QR0095,USER0095,TN29AB8412,98XXXX7735,Delhi,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Standard Workflow
INC0215,Taxi,Pedestrian Sidewalk,Delhi,Gate Blockage,Yes,Critical,2026-05-26 17:14:55.448701,85,High Priority,Urgent owner notification required,QR0101,QR0101,USER0101,TN54AB8368,98XXXX4128,Bangalore,[HIGH PRIORITY] Your vehicle is currently blocking access near Pedestrian Sidewalk. Please respond urgently.,Standard Workflow
INC0216,Two Wheeler,Emergency Exit,Pune,Gate Blockage,Yes,Critical,2026-05-24 23:11:55.448705,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0275,QR0275,USER0275,TN42AB1860,98XXXX1799,Mumbai,[CRITICAL ALERT] Your vehicle is causing an obstruction near Emergency Exit. Immediate attention required.,Escalation Required
INC0217,Two Wheeler,Narrow Lane,Chennai,Pedestrian Path Obstructed,Yes,Critical,2026-05-24 04:20:55.448710,100,High Priority,Urgent owner notification required,QR0097,QR0097,USER0097,TN23AB1118,98XXXX3517,Delhi,[HIGH PRIORITY] Your vehicle is currently blocking access near Narrow Lane. Please respond urgently.,Standard Workflow
INC0218,Car,Traffic Junction,Bangalore,Pedestrian Path Obstructed,No,Low,2026-05-22 01:40:55.448714,75,Medium Priority,Standard obstruction resolution workflow,QR0300,QR0300,USER0300,TN16AB5368,98XXXX9856,Bangalore,[NOTICE] Your vehicle may be causing access inconvenience near Traffic Junction.,Standard Workflow
INC0219,Two Wheeler,Apartment Gate,Hyderabad,Illegal Parking,No,Low,2026-05-21 08:50:55.448719,45,Low Priority,Low urgency monitoring,QR0025,QR0025,USER0025,TN89AB8292,98XXXX4090,Pune,[INFO] Minor obstruction reported near Apartment Gate.,Standard Workflow
INC0220,Auto Rickshaw,Shop Entrance,Pune,Emergency Access Blocked,Yes,Critical,2026-05-25 03:43:55.448724,100,High Priority,Urgent owner notification required,QR0281,QR0281,USER0281,TN24AB4015,98XXXX7804,Chennai,[HIGH PRIORITY] Your vehicle is currently blocking access near Shop Entrance. Please respond urgently.,Standard Workflow
INC0221,Car,Traffic Junction,Delhi,Pedestrian Path Obstructed,No,Low,2026-05-21 00:25:55.448728,75,Medium Priority,Standard obstruction resolution workflow,QR0040,QR0040,USER0040,TN67AB7552,98XXXX7201,Chennai,[NOTICE] Your vehicle may be causing access inconvenience near Traffic Junction.,Standard Workflow
INC0222,Auto Rickshaw,Shop Entrance,Chennai,Illegal Parking,Yes,Critical,2026-05-24 01:24:55.448733,70,Medium Priority,Standard obstruction resolution workflow,QR0103,QR0103,USER0103,TN18AB1408,98XXXX7603,Bangalore,[NOTICE] Your vehicle may be causing access inconvenience near Shop Entrance.,Standard Workflow
INC0223,Two Wheeler,Pedestrian Sidewalk,Mumbai,Pedestrian Path Obstructed,No,Low,2026-05-26 19:47:55.448738,55,Medium Priority,Standard obstruction resolution workflow,QR0175,QR0175,USER0175,TN52AB3805,98XXXX7220,Pune,[NOTICE] Your vehicle may be causing access inconvenience near Pedestrian Sidewalk.,Standard Workflow
INC0224,Two Wheeler,Traffic Junction,Chennai,Commercial Entrance Blocked,Yes,Critical,2026-05-26 04:54:55.448744,105,High Priority,Urgent owner notification required,QR0204,QR0204,USER0204,TN10AB5306,98XXXX1207,Chennai,[HIGH PRIORITY] Your vehicle is currently blocking access near Traffic Junction. Please respond urgently.,Standard Workflow
INC0225,Auto Rickshaw,Emergency Exit,Chennai,Roadside Congestion,No,Critical,2026-05-23 08:10:55.448749,65,Medium Priority,Standard obstruction resolution workflow,QR0058,QR0058,USER0058,TN92AB2778,98XXXX9883,Hyderabad,[NOTICE] Your vehicle may be causing access inconvenience near Emergency Exit.,Standard Workflow
INC0226,Taxi,Emergency Exit,Delhi,Gate Blockage,No,Critical,2026-05-23 01:09:55.448753,80,High Priority,Urgent owner notification required,QR0075,QR0075,USER0075,TN34AB4169,98XXXX5349,Hyderabad,[HIGH PRIORITY] Your vehicle is currently blocking access near Emergency Exit. Please respond urgently.,Standard Workflow
INC0227,Mini Truck,Pedestrian Sidewalk,Mumbai,Pedestrian Path Obstructed,Yes,Critical,2026-05-23 17:26:55.448758,100,High Priority,Urgent owner notification required,QR0195,QR0195,USER0195,TN36AB3779,98XXXX8960,Mumbai,[HIGH PRIORITY] Your vehicle is currently blocking access near Pedestrian Sidewalk. Please respond urgently.,Standard Workflow
INC0228,Van,Commercial Complex,Bangalore,Emergency Access Blocked,Yes,Critical,2026-05-25 14:07:55.448763,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0182,QR0182,USER0182,TN89AB1511,98XXXX2358,Kochi,[CRITICAL ALERT] Your vehicle is causing an obstruction near Commercial Complex. Immediate attention required.,Escalation Required
INC0229,Taxi,School Zone,Pune,Illegal Parking,Yes,Critical,2026-05-25 04:15:55.448767,110,High Priority,Urgent owner notification required,QR0270,QR0270,USER0270,TN98AB2354,98XXXX1834,Bangalore,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Standard Workflow
INC0230,Van,Hospital Entrance,Delhi,Pedestrian Path Obstructed,No,Critical,2026-05-23 12:47:55.448772,95,High Priority,Urgent owner notification required,QR0194,QR0194,USER0194,TN26AB4758,98XXXX5346,Kochi,[HIGH PRIORITY] Your vehicle is currently blocking access near Hospital Entrance. Please respond urgently.,Standard Workflow
INC0231,Taxi,Narrow Lane,Pune,Pedestrian Path Obstructed,No,Low,2026-05-26 01:43:55.448777,55,Medium Priority,Standard obstruction resolution workflow,QR0027,QR0027,USER0027,TN26AB7772,98XXXX4866,Bangalore,[NOTICE] Your vehicle may be causing access inconvenience near Narrow Lane.,Standard Workflow
INC0232,Mini Truck,Narrow Lane,Chennai,Roadside Congestion,No,Low,2026-05-23 07:55:55.448782,25,Low Priority,Low urgency monitoring,QR0232,QR0232,USER0232,TN10AB9266,98XXXX5880,Hyderabad,[INFO] Minor obstruction reported near Narrow Lane.,Standard Workflow
INC0233,Two Wheeler,Residential Street,Chennai,Pedestrian Path Obstructed,No,Low,2026-05-27 07:53:55.448786,55,Medium Priority,Standard obstruction resolution workflow,QR0124,QR0124,USER0124,TN45AB7525,98XXXX2304,Chennai,[NOTICE] Your vehicle may be causing access inconvenience near Residential Street.,Standard Workflow
INC0234,Van,Traffic Junction,Pune,Emergency Access Blocked,Yes,Critical,2026-05-23 18:40:55.448791,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0022,QR0022,USER0022,TN72AB7050,98XXXX5575,Delhi,[CRITICAL ALERT] Your vehicle is causing an obstruction near Traffic Junction. Immediate attention required.,Escalation Required
INC0235,Two Wheeler,School Zone,Bangalore,Commercial Entrance Blocked,No,Medium,2026-05-23 01:32:55.448795,80,High Priority,Urgent owner notification required,QR0206,QR0206,USER0206,TN50AB7725,98XXXX3129,Bangalore,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Standard Workflow
INC0236,Van,Residential Street,Bangalore,Pedestrian Path Obstructed,Yes,Critical,2026-05-25 15:35:55.448800,100,High Priority,Urgent owner notification required,QR0158,QR0158,USER0158,TN98AB4282,98XXXX9359,Pune,[HIGH PRIORITY] Your vehicle is currently blocking access near Residential Street. Please respond urgently.,Standard Workflow
INC0237,Van,Hospital Entrance,Mumbai,Pedestrian Path Obstructed,Yes,Critical,2026-05-27 08:36:55.448804,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0189,QR0189,USER0189,TN22AB7877,98XXXX9549,Hyderabad,[CRITICAL ALERT] Your vehicle is causing an obstruction near Hospital Entrance. Immediate attention required.,Escalation Required
INC0238,Van,Apartment Gate,Hyderabad,Roadside Congestion,No,Low,2026-05-22 08:28:55.448809,45,Low Priority,Low urgency monitoring,QR0026,QR0026,USER0026,TN11AB9593,98XXXX2079,Hyderabad,[INFO] Minor obstruction reported near Apartment Gate.,Standard Workflow
INC0239,Two Wheeler,Emergency Exit,Kochi,Illegal Parking,Yes,Critical,2026-05-25 16:33:55.448814,110,High Priority,Urgent owner notification required,QR0247,QR0247,USER0247,TN22AB8092,98XXXX7726,Pune,[HIGH PRIORITY] Your vehicle is currently blocking access near Emergency Exit. Please respond urgently.,Standard Workflow
INC0240,Van,Narrow Lane,Pune,Pedestrian Path Obstructed,Yes,Critical,2026-05-21 05:26:55.448818,100,High Priority,Urgent owner notification required,QR0244,QR0244,USER0244,TN84AB5249,98XXXX9275,Mumbai,[HIGH PRIORITY] Your vehicle is currently blocking access near Narrow Lane. Please respond urgently.,Standard Workflow
INC0241,Van,Pedestrian Sidewalk,Kochi,Emergency Access Blocked,Yes,Critical,2026-05-26 23:34:55.448823,100,High Priority,Urgent owner notification required,QR0020,QR0020,USER0020,TN55AB5357,98XXXX4086,Kochi,[HIGH PRIORITY] Your vehicle is currently blocking access near Pedestrian Sidewalk. Please respond urgently.,Standard Workflow
INC0242,Two Wheeler,Hospital Entrance,Bangalore,Commercial Entrance Blocked,No,Critical,2026-05-21 03:14:55.448828,80,High Priority,Urgent owner notification required,QR0194,QR0194,USER0194,TN26AB4758,98XXXX5346,Kochi,[HIGH PRIORITY] Your vehicle is currently blocking access near Hospital Entrance. Please respond urgently.,Standard Workflow
INC0243,Car,Pedestrian Sidewalk,Kochi,Pedestrian Path Obstructed,Yes,Critical,2026-05-26 12:25:55.448832,100,High Priority,Urgent owner notification required,QR0002,QR0002,USER0002,TN15AB8007,98XXXX6904,Pune,[HIGH PRIORITY] Your vehicle is currently blocking access near Pedestrian Sidewalk. Please respond urgently.,Standard Workflow
INC0244,Auto Rickshaw,Traffic Junction,Mumbai,Pedestrian Path Obstructed,No,Low,2026-05-26 03:02:55.448837,75,Medium Priority,Standard obstruction resolution workflow,QR0004,QR0004,USER0004,TN31AB9962,98XXXX5910,Pune,[NOTICE] Your vehicle may be causing access inconvenience near Traffic Junction.,Standard Workflow
INC0245,Van,Shop Entrance,Chennai,Commercial Entrance Blocked,No,Medium,2026-05-22 05:26:55.448841,40,Low Priority,Low urgency monitoring,QR0189,QR0189,USER0189,TN22AB7877,98XXXX9549,Hyderabad,[INFO] Minor obstruction reported near Shop Entrance.,Standard Workflow
INC0246,Car,Narrow Lane,Bangalore,Gate Blockage,No,Medium,2026-05-24 03:36:55.448848,40,Low Priority,Low urgency monitoring,QR0141,QR0141,USER0141,TN62AB5071,98XXXX3870,Mumbai,[INFO] Minor obstruction reported near Narrow Lane.,Standard Workflow
INC0247,Two Wheeler,Apartment Gate,Pune,Pedestrian Path Obstructed,Yes,Critical,2026-05-24 11:47:55.448853,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0145,QR0145,USER0145,TN51AB6070,98XXXX3998,Bangalore,[CRITICAL ALERT] Your vehicle is causing an obstruction near Apartment Gate. Immediate attention required.,Escalation Required
INC0248,Van,Residential Street,Bangalore,Commercial Entrance Blocked,Yes,Critical,2026-05-26 19:19:55.448857,85,High Priority,Urgent owner notification required,QR0225,QR0225,USER0225,TN10AB8173,98XXXX9105,Delhi,[HIGH PRIORITY] Your vehicle is currently blocking access near Residential Street. Please respond urgently.,Standard Workflow
INC0249,Taxi,Narrow Lane,Bangalore,Roadside Congestion,Yes,Critical,2026-05-25 22:51:55.448862,70,Medium Priority,Standard obstruction resolution workflow,QR0269,QR0269,USER0269,TN36AB9430,98XXXX7862,Kochi,[NOTICE] Your vehicle may be causing access inconvenience near Narrow Lane.,Standard Workflow
INC0250,Van,Shop Entrance,Bangalore,Pedestrian Path Obstructed,Yes,Critical,2026-05-25 00:29:55.448867,100,High Priority,Urgent owner notification required,QR0237,QR0237,USER0237,TN35AB5148,98XXXX6210,Mumbai,[HIGH PRIORITY] Your vehicle is currently blocking access near Shop Entrance. Please respond urgently.,Standard Workflow
INC0251,Car,Traffic Junction,Hyderabad,Illegal Parking,No,Low,2026-05-25 21:10:55.448872,45,Low Priority,Low urgency monitoring,QR0279,QR0279,USER0279,TN19AB3196,98XXXX6226,Delhi,[INFO] Minor obstruction reported near Traffic Junction.,Standard Workflow
INC0252,Mini Truck,Pedestrian Sidewalk,Kochi,Commercial Entrance Blocked,Yes,Critical,2026-05-21 02:03:55.448876,85,High Priority,Urgent owner notification required,QR0197,QR0197,USER0197,TN60AB1972,98XXXX2236,Hyderabad,[HIGH PRIORITY] Your vehicle is currently blocking access near Pedestrian Sidewalk. Please respond urgently.,Standard Workflow
INC0253,Mini Truck,Residential Street,Bangalore,Commercial Entrance Blocked,Yes,Critical,2026-05-26 22:19:55.448881,85,High Priority,Urgent owner notification required,QR0067,QR0067,USER0067,TN70AB3121,98XXXX1086,Mumbai,[HIGH PRIORITY] Your vehicle is currently blocking access near Residential Street. Please respond urgently.,Standard Workflow
INC0254,Taxi,Shop Entrance,Kochi,Pedestrian Path Obstructed,Yes,Critical,2026-05-24 03:25:55.448886,100,High Priority,Urgent owner notification required,QR0250,QR0250,USER0250,TN94AB5809,98XXXX7088,Pune,[HIGH PRIORITY] Your vehicle is currently blocking access near Shop Entrance. Please respond urgently.,Standard Workflow
INC0255,Taxi,Shop Entrance,Pune,Pedestrian Path Obstructed,No,Low,2026-05-27 05:38:55.448890,55,Medium Priority,Standard obstruction resolution workflow,QR0041,QR0041,USER0041,TN60AB2782,98XXXX6165,Kochi,[NOTICE] Your vehicle may be causing access inconvenience near Shop Entrance.,Standard Workflow
