Incident_ID,Vehicle_Type,Location,City,Obstruction_Type,Emergency_Status,Severity_Level,Reported_Time,Priority_Score,AI_Priority_Level,Recommended_Action,Assigned_QR_ID,Urban_Risk_Score,Governance_Risk_Level,Estimated_Response_Time,Assigned_Authority,Governance_Recommendation
INC0205,Car,Residential Street,Mumbai,Emergency Access Blocked,Yes,Critical,2026-05-21 20:10:55.448650,100,High Priority,Urgent owner notification required,QR0233,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0206,Taxi,Emergency Exit,Bangalore,Pedestrian Path Obstructed,Yes,Critical,2026-05-23 05:28:55.448655,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0246,120,Critical Governance Zone,Immediate Response,Disaster Response Control Unit,Immediate enforcement and emergency clearance required.
INC0207,Two Wheeler,Traffic Junction,Mumbai,Emergency Access Blocked,Yes,Critical,2026-05-21 06:48:55.448660,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0065,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0208,Taxi,Hospital Entrance,Chennai,Pedestrian Path Obstructed,No,Critical,2026-05-27 05:50:55.448665,95,High Priority,Urgent owner notification required,QR0228,80,High Monitoring Zone,Within 30 Minutes,Emergency Medical Access Authority,Continuous monitoring and owner notification required.
INC0209,Two Wheeler,Hospital Entrance,Kochi,Commercial Entrance Blocked,Yes,Critical,2026-05-22 11:25:55.448671,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0050,100,Critical Governance Zone,Immediate Response,Emergency Medical Access Authority,Immediate enforcement and emergency clearance required.
INC0210,Auto Rickshaw,Hospital Entrance,Mumbai,Illegal Parking,Yes,Critical,2026-05-24 17:09:55.448676,110,High Priority,Urgent owner notification required,QR0075,100,Critical Governance Zone,Immediate Response,Emergency Medical Access Authority,Immediate enforcement and emergency clearance required.
INC0211,Van,Hospital Entrance,Mumbai,Illegal Parking,Yes,Critical,2026-05-22 09:35:55.448680,110,High Priority,Urgent owner notification required,QR0222,100,Critical Governance Zone,Immediate Response,Emergency Medical Access Authority,Immediate enforcement and emergency clearance required.
INC0212,Mini Truck,Hospital Entrance,Chennai,Commercial Entrance Blocked,Yes,Critical,2026-05-21 03:22:55.448685,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0063,100,Critical Governance Zone,Immediate Response,Emergency Medical Access Authority,Immediate enforcement and emergency clearance required.
INC0213,Van,Hospital Entrance,Pune,Emergency Access Blocked,No,Critical,2026-05-22 20:37:55.448689,95,High Priority,Urgent owner notification required,QR0168,80,High Monitoring Zone,Within 30 Minutes,Emergency Medical Access Authority,Continuous monitoring and owner notification required.
INC0214,Taxi,School Zone,Hyderabad,Commercial Entrance Blocked,No,Medium,2026-05-22 10:19:55.448696,80,High Priority,Urgent owner notification required,QR0095,45,Low Risk Zone,Routine Monitoring,School Safety Traffic Division,Routine monitoring sufficient.
INC0215,Taxi,Pedestrian Sidewalk,Delhi,Gate Blockage,Yes,Critical,2026-05-26 17:14:55.448701,85,High Priority,Urgent owner notification required,QR0101,120,Critical Governance Zone,Immediate Response,Urban Pedestrian Safety Authority,Immediate enforcement and emergency clearance required.
INC0216,Two Wheeler,Emergency Exit,Pune,Gate Blockage,Yes,Critical,2026-05-24 23:11:55.448705,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0275,120,Critical Governance Zone,Immediate Response,Disaster Response Control Unit,Immediate enforcement and emergency clearance required.
INC0217,Two Wheeler,Narrow Lane,Chennai,Pedestrian Path Obstructed,Yes,Critical,2026-05-24 04:20:55.448710,100,High Priority,Urgent owner notification required,QR0097,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0218,Car,Traffic Junction,Bangalore,Pedestrian Path Obstructed,No,Low,2026-05-22 01:40:55.448714,75,Medium Priority,Standard obstruction resolution workflow,QR0300,30,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0219,Two Wheeler,Apartment Gate,Hyderabad,Illegal Parking,No,Low,2026-05-21 08:50:55.448719,45,Low Priority,Low urgency monitoring,QR0025,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0220,Auto Rickshaw,Shop Entrance,Pune,Emergency Access Blocked,Yes,Critical,2026-05-25 03:43:55.448724,100,High Priority,Urgent owner notification required,QR0281,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0221,Car,Traffic Junction,Delhi,Pedestrian Path Obstructed,No,Low,2026-05-21 00:25:55.448728,75,Medium Priority,Standard obstruction resolution workflow,QR0040,30,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0222,Auto Rickshaw,Shop Entrance,Chennai,Illegal Parking,Yes,Critical,2026-05-24 01:24:55.448733,70,Medium Priority,Standard obstruction resolution workflow,QR0103,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0223,Two Wheeler,Pedestrian Sidewalk,Mumbai,Pedestrian Path Obstructed,No,Low,2026-05-26 19:47:55.448738,55,Medium Priority,Standard obstruction resolution workflow,QR0175,55,Moderate Risk Zone,Within 2 Hours,Urban Pedestrian Safety Authority,Standard obstruction resolution workflow recommended.
INC0224,Two Wheeler,Traffic Junction,Chennai,Commercial Entrance Blocked,Yes,Critical,2026-05-26 04:54:55.448744,105,High Priority,Urgent owner notification required,QR0204,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0225,Auto Rickshaw,Emergency Exit,Chennai,Roadside Congestion,No,Critical,2026-05-23 08:10:55.448749,65,Medium Priority,Standard obstruction resolution workflow,QR0058,60,Moderate Risk Zone,Within 2 Hours,Disaster Response Control Unit,Standard obstruction resolution workflow recommended.
INC0226,Taxi,Emergency Exit,Delhi,Gate Blockage,No,Critical,2026-05-23 01:09:55.448753,80,High Priority,Urgent owner notification required,QR0075,80,High Monitoring Zone,Within 30 Minutes,Disaster Response Control Unit,Continuous monitoring and owner notification required.
INC0227,Mini Truck,Pedestrian Sidewalk,Mumbai,Pedestrian Path Obstructed,Yes,Critical,2026-05-23 17:26:55.448758,100,High Priority,Urgent owner notification required,QR0195,120,Critical Governance Zone,Immediate Response,Urban Pedestrian Safety Authority,Immediate enforcement and emergency clearance required.
INC0228,Van,Commercial Complex,Bangalore,Emergency Access Blocked,Yes,Critical,2026-05-25 14:07:55.448763,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0182,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0229,Taxi,School Zone,Pune,Illegal Parking,Yes,Critical,2026-05-25 04:15:55.448767,110,High Priority,Urgent owner notification required,QR0270,100,Critical Governance Zone,Immediate Response,School Safety Traffic Division,Immediate enforcement and emergency clearance required.
INC0230,Van,Hospital Entrance,Delhi,Pedestrian Path Obstructed,No,Critical,2026-05-23 12:47:55.448772,95,High Priority,Urgent owner notification required,QR0194,80,High Monitoring Zone,Within 30 Minutes,Emergency Medical Access Authority,Continuous monitoring and owner notification required.
INC0231,Taxi,Narrow Lane,Pune,Pedestrian Path Obstructed,No,Low,2026-05-26 01:43:55.448777,55,Medium Priority,Standard obstruction resolution workflow,QR0027,30,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0232,Mini Truck,Narrow Lane,Chennai,Roadside Congestion,No,Low,2026-05-23 07:55:55.448782,25,Low Priority,Low urgency monitoring,QR0232,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0233,Two Wheeler,Residential Street,Chennai,Pedestrian Path Obstructed,No,Low,2026-05-27 07:53:55.448786,55,Medium Priority,Standard obstruction resolution workflow,QR0124,30,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0234,Van,Traffic Junction,Pune,Emergency Access Blocked,Yes,Critical,2026-05-23 18:40:55.448791,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0022,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0235,Two Wheeler,School Zone,Bangalore,Commercial Entrance Blocked,No,Medium,2026-05-23 01:32:55.448795,80,High Priority,Urgent owner notification required,QR0206,45,Low Risk Zone,Routine Monitoring,School Safety Traffic Division,Routine monitoring sufficient.
INC0236,Van,Residential Street,Bangalore,Pedestrian Path Obstructed,Yes,Critical,2026-05-25 15:35:55.448800,100,High Priority,Urgent owner notification required,QR0158,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0237,Van,Hospital Entrance,Mumbai,Pedestrian Path Obstructed,Yes,Critical,2026-05-27 08:36:55.448804,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0189,120,Critical Governance Zone,Immediate Response,Emergency Medical Access Authority,Immediate enforcement and emergency clearance required.
INC0238,Van,Apartment Gate,Hyderabad,Roadside Congestion,No,Low,2026-05-22 08:28:55.448809,45,Low Priority,Low urgency monitoring,QR0026,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0239,Two Wheeler,Emergency Exit,Kochi,Illegal Parking,Yes,Critical,2026-05-25 16:33:55.448814,110,High Priority,Urgent owner notification required,QR0247,100,Critical Governance Zone,Immediate Response,Disaster Response Control Unit,Immediate enforcement and emergency clearance required.
INC0240,Van,Narrow Lane,Pune,Pedestrian Path Obstructed,Yes,Critical,2026-05-21 05:26:55.448818,100,High Priority,Urgent owner notification required,QR0244,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0241,Van,Pedestrian Sidewalk,Kochi,Emergency Access Blocked,Yes,Critical,2026-05-26 23:34:55.448823,100,High Priority,Urgent owner notification required,QR0020,120,Critical Governance Zone,Immediate Response,Urban Pedestrian Safety Authority,Immediate enforcement and emergency clearance required.
INC0242,Two Wheeler,Hospital Entrance,Bangalore,Commercial Entrance Blocked,No,Critical,2026-05-21 03:14:55.448828,80,High Priority,Urgent owner notification required,QR0194,60,Moderate Risk Zone,Within 2 Hours,Emergency Medical Access Authority,Standard obstruction resolution workflow recommended.
INC0243,Car,Pedestrian Sidewalk,Kochi,Pedestrian Path Obstructed,Yes,Critical,2026-05-26 12:25:55.448832,100,High Priority,Urgent owner notification required,QR0002,120,Critical Governance Zone,Immediate Response,Urban Pedestrian Safety Authority,Immediate enforcement and emergency clearance required.
INC0244,Auto Rickshaw,Traffic Junction,Mumbai,Pedestrian Path Obstructed,No,Low,2026-05-26 03:02:55.448837,75,Medium Priority,Standard obstruction resolution workflow,QR0004,30,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0245,Van,Shop Entrance,Chennai,Commercial Entrance Blocked,No,Medium,2026-05-22 05:26:55.448841,40,Low Priority,Low urgency monitoring,QR0189,20,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0246,Car,Narrow Lane,Bangalore,Gate Blockage,No,Medium,2026-05-24 03:36:55.448848,40,Low Priority,Low urgency monitoring,QR0141,40,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0247,Two Wheeler,Apartment Gate,Pune,Pedestrian Path Obstructed,Yes,Critical,2026-05-24 11:47:55.448853,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0145,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0248,Van,Residential Street,Bangalore,Commercial Entrance Blocked,Yes,Critical,2026-05-26 19:19:55.448857,85,High Priority,Urgent owner notification required,QR0225,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0249,Taxi,Narrow Lane,Bangalore,Roadside Congestion,Yes,Critical,2026-05-25 22:51:55.448862,70,Medium Priority,Standard obstruction resolution workflow,QR0269,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0250,Van,Shop Entrance,Bangalore,Pedestrian Path Obstructed,Yes,Critical,2026-05-25 00:29:55.448867,100,High Priority,Urgent owner notification required,QR0237,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0251,Car,Traffic Junction,Hyderabad,Illegal Parking,No,Low,2026-05-25 21:10:55.448872,45,Low Priority,Low urgency monitoring,QR0279,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0252,Mini Truck,Pedestrian Sidewalk,Kochi,Commercial Entrance Blocked,Yes,Critical,2026-05-21 02:03:55.448876,85,High Priority,Urgent owner notification required,QR0197,100,Critical Governance Zone,Immediate Response,Urban Pedestrian Safety Authority,Immediate enforcement and emergency clearance required.
INC0253,Mini Truck,Residential Street,Bangalore,Commercial Entrance Blocked,Yes,Critical,2026-05-26 22:19:55.448881,85,High Priority,Urgent owner notification required,QR0067,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0254,Taxi,Shop Entrance,Kochi,Pedestrian Path Obstructed,Yes,Critical,2026-05-24 03:25:55.448886,100,High Priority,Urgent owner notification required,QR0250,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0255,Taxi,Shop Entrance,Pune,Pedestrian Path Obstructed,No,Low,2026-05-27 05:38:55.448890,55,Medium Priority,Standard obstruction resolution workflow,QR0041,30,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0256,Car,Apartment Gate,Bangalore,Pedestrian Path Obstructed,No,Low,2026-05-26 19:19:55.448895,75,Medium Priority,Standard obstruction resolution workflow,QR0190,30,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0257,Car,Emergency Exit,Chennai,Illegal Parking,Yes,Critical,2026-05-23 17:24:55.448900,110,High Priority,Urgent owner notification required,QR0232,100,Critical Governance Zone,Immediate Response,Disaster Response Control Unit,Immediate enforcement and emergency clearance required.
INC0258,Taxi,Residential Street,Kochi,Commercial Entrance Blocked,No,Medium,2026-05-24 04:46:55.448905,40,Low Priority,Low urgency monitoring,QR0084,20,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0259,Auto Rickshaw,Shop Entrance,Pune,Roadside Congestion,No,Low,2026-05-23 03:56:55.448910,25,Low Priority,Low urgency monitoring,QR0184,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0260,Taxi,Emergency Exit,Pune,Emergency Access Blocked,No,Critical,2026-05-23 14:57:55.448915,95,High Priority,Urgent owner notification required,QR0275,80,High Monitoring Zone,Within 30 Minutes,Disaster Response Control Unit,Continuous monitoring and owner notification required.
INC0261,Van,Emergency Exit,Delhi,Emergency Access Blocked,Yes,Critical,2026-05-21 02:50:55.448921,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0146,120,Critical Governance Zone,Immediate Response,Disaster Response Control Unit,Immediate enforcement and emergency clearance required.
INC0262,Van,Emergency Exit,Kochi,Emergency Access Blocked,No,Critical,2026-05-22 06:38:55.448925,95,High Priority,Urgent owner notification required,QR0076,80,High Monitoring Zone,Within 30 Minutes,Disaster Response Control Unit,Continuous monitoring and owner notification required.
INC0263,Auto Rickshaw,Traffic Junction,Pune,Roadside Congestion,Yes,Critical,2026-05-21 19:00:55.448930,90,High Priority,Urgent owner notification required,QR0018,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0264,Mini Truck,Pedestrian Sidewalk,Pune,Illegal Parking,No,Low,2026-05-24 06:23:55.448934,25,Low Priority,Low urgency monitoring,QR0206,35,Low Risk Zone,Routine Monitoring,Urban Pedestrian Safety Authority,Routine monitoring sufficient.
INC0265,Van,Hospital Entrance,Pune,Roadside Congestion,Yes,Critical,2026-05-20 17:53:55.448939,110,High Priority,Urgent owner notification required,QR0237,100,Critical Governance Zone,Immediate Response,Emergency Medical Access Authority,Immediate enforcement and emergency clearance required.
INC0266,Car,Commercial Complex,Pune,Illegal Parking,No,Low,2026-05-26 21:25:55.448946,45,Low Priority,Low urgency monitoring,QR0207,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0267,Mini Truck,Emergency Exit,Hyderabad,Gate Blockage,No,Critical,2026-05-23 10:55:55.448950,80,High Priority,Urgent owner notification required,QR0224,80,High Monitoring Zone,Within 30 Minutes,Disaster Response Control Unit,Continuous monitoring and owner notification required.
INC0268,Mini Truck,Commercial Complex,Mumbai,Emergency Access Blocked,No,Critical,2026-05-21 21:32:55.448955,75,Medium Priority,Standard obstruction resolution workflow,QR0105,55,Moderate Risk Zone,Within 2 Hours,Municipal Traffic Management Authority,Standard obstruction resolution workflow recommended.
INC0269,Car,Hospital Entrance,Hyderabad,Roadside Congestion,Yes,Critical,2026-05-26 11:55:55.448960,110,High Priority,Urgent owner notification required,QR0071,100,Critical Governance Zone,Immediate Response,Emergency Medical Access Authority,Immediate enforcement and emergency clearance required.
INC0270,Taxi,Shop Entrance,Delhi,Pedestrian Path Obstructed,No,Low,2026-05-24 22:10:55.448964,55,Medium Priority,Standard obstruction resolution workflow,QR0258,30,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0271,Auto Rickshaw,Residential Street,Bangalore,Illegal Parking,Yes,Critical,2026-05-26 16:02:55.448969,70,Medium Priority,Standard obstruction resolution workflow,QR0252,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0272,Taxi,Hospital Entrance,Chennai,Pedestrian Path Obstructed,No,Critical,2026-05-26 13:01:55.448974,95,High Priority,Urgent owner notification required,QR0164,80,High Monitoring Zone,Within 30 Minutes,Emergency Medical Access Authority,Continuous monitoring and owner notification required.
INC0273,Car,Hospital Entrance,Hyderabad,Illegal Parking,No,Critical,2026-05-21 22:16:55.448978,65,Medium Priority,Standard obstruction resolution workflow,QR0013,60,Moderate Risk Zone,Within 2 Hours,Emergency Medical Access Authority,Standard obstruction resolution workflow recommended.
INC0274,Van,Pedestrian Sidewalk,Mumbai,Gate Blockage,No,Medium,2026-05-23 12:36:55.448983,40,Low Priority,Low urgency monitoring,QR0184,65,Moderate Risk Zone,Within 2 Hours,Urban Pedestrian Safety Authority,Standard obstruction resolution workflow recommended.
INC0275,Car,Traffic Junction,Mumbai,Roadside Congestion,Yes,Critical,2026-05-22 14:05:55.448988,90,High Priority,Urgent owner notification required,QR0162,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0276,Two Wheeler,Shop Entrance,Kochi,Commercial Entrance Blocked,No,Medium,2026-05-21 02:13:55.448992,40,Low Priority,Low urgency monitoring,QR0024,20,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0277,Two Wheeler,School Zone,Bangalore,Commercial Entrance Blocked,Yes,Critical,2026-05-25 03:28:55.448997,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0185,100,Critical Governance Zone,Immediate Response,School Safety Traffic Division,Immediate enforcement and emergency clearance required.
INC0278,Van,Traffic Junction,Delhi,Illegal Parking,Yes,Critical,2026-05-26 19:17:55.449004,90,High Priority,Urgent owner notification required,QR0191,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0279,Mini Truck,School Zone,Pune,Pedestrian Path Obstructed,Yes,Critical,2026-05-21 03:32:55.449008,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0242,120,Critical Governance Zone,Immediate Response,School Safety Traffic Division,Immediate enforcement and emergency clearance required.
INC0280,Van,School Zone,Hyderabad,Roadside Congestion,Yes,Critical,2026-05-25 15:57:55.449014,110,High Priority,Urgent owner notification required,QR0300,100,Critical Governance Zone,Immediate Response,School Safety Traffic Division,Immediate enforcement and emergency clearance required.
INC0281,Mini Truck,Apartment Gate,Hyderabad,Emergency Access Blocked,Yes,Critical,2026-05-23 09:15:55.449018,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0259,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0282,Auto Rickshaw,Hospital Entrance,Bangalore,Illegal Parking,Yes,Critical,2026-05-21 10:42:55.449023,110,High Priority,Urgent owner notification required,QR0211,100,Critical Governance Zone,Immediate Response,Emergency Medical Access Authority,Immediate enforcement and emergency clearance required.
INC0283,Auto Rickshaw,Narrow Lane,Bangalore,Commercial Entrance Blocked,Yes,Critical,2026-05-26 11:57:55.449028,85,High Priority,Urgent owner notification required,QR0202,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0284,Mini Truck,Residential Street,Mumbai,Illegal Parking,Yes,Critical,2026-05-22 17:52:55.449032,70,Medium Priority,Standard obstruction resolution workflow,QR0216,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0285,Two Wheeler,Pedestrian Sidewalk,Bangalore,Emergency Access Blocked,No,Critical,2026-05-20 20:09:55.449037,55,Medium Priority,Standard obstruction resolution workflow,QR0159,80,High Monitoring Zone,Within 30 Minutes,Urban Pedestrian Safety Authority,Continuous monitoring and owner notification required.
INC0286,Car,Emergency Exit,Mumbai,Illegal Parking,Yes,Critical,2026-05-22 02:11:55.449042,110,High Priority,Urgent owner notification required,QR0287,100,Critical Governance Zone,Immediate Response,Disaster Response Control Unit,Immediate enforcement and emergency clearance required.
INC0287,Car,Narrow Lane,Chennai,Emergency Access Blocked,No,Critical,2026-05-22 02:25:55.449046,55,Medium Priority,Standard obstruction resolution workflow,QR0228,55,Moderate Risk Zone,Within 2 Hours,Municipal Traffic Management Authority,Standard obstruction resolution workflow recommended.
INC0288,Auto Rickshaw,Commercial Complex,Pune,Commercial Entrance Blocked,No,Medium,2026-05-24 00:12:55.449051,60,Medium Priority,Standard obstruction resolution workflow,QR0027,20,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0289,Auto Rickshaw,Apartment Gate,Hyderabad,Pedestrian Path Obstructed,Yes,Critical,2026-05-26 02:51:55.449055,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0034,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0290,Van,Residential Street,Pune,Commercial Entrance Blocked,Yes,Critical,2026-05-24 19:26:55.449060,85,High Priority,Urgent owner notification required,QR0268,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0291,Mini Truck,Shop Entrance,Chennai,Illegal Parking,No,Low,2026-05-26 04:23:55.449067,25,Low Priority,Low urgency monitoring,QR0008,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0292,Auto Rickshaw,Residential Street,Hyderabad,Emergency Access Blocked,No,Critical,2026-05-25 20:26:55.449072,55,Medium Priority,Standard obstruction resolution workflow,QR0127,55,Moderate Risk Zone,Within 2 Hours,Municipal Traffic Management Authority,Standard obstruction resolution workflow recommended.
INC0293,Taxi,School Zone,Pune,Pedestrian Path Obstructed,Yes,Critical,2026-05-21 02:19:55.449077,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0220,120,Critical Governance Zone,Immediate Response,School Safety Traffic Division,Immediate enforcement and emergency clearance required.
INC0294,Taxi,Pedestrian Sidewalk,Kochi,Roadside Congestion,No,Low,2026-05-20 19:13:55.449082,25,Low Priority,Low urgency monitoring,QR0248,35,Low Risk Zone,Routine Monitoring,Urban Pedestrian Safety Authority,Routine monitoring sufficient.
INC0295,Van,Emergency Exit,Chennai,Roadside Congestion,Yes,Critical,2026-05-26 11:22:55.449086,110,High Priority,Urgent owner notification required,QR0259,100,Critical Governance Zone,Immediate Response,Disaster Response Control Unit,Immediate enforcement and emergency clearance required.
INC0296,Taxi,Traffic Junction,Bangalore,Commercial Entrance Blocked,No,Medium,2026-05-26 08:01:55.449091,60,Medium Priority,Standard obstruction resolution workflow,QR0111,20,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0297,Auto Rickshaw,Narrow Lane,Mumbai,Pedestrian Path Obstructed,No,Low,2026-05-25 22:17:55.449096,55,Medium Priority,Standard obstruction resolution workflow,QR0250,30,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0298,Two Wheeler,School Zone,Chennai,Commercial Entrance Blocked,Yes,Critical,2026-05-25 05:30:55.449101,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0036,100,Critical Governance Zone,Immediate Response,School Safety Traffic Division,Immediate enforcement and emergency clearance required.
INC0299,Van,Shop Entrance,Chennai,Commercial Entrance Blocked,No,Medium,2026-05-26 19:08:55.449106,40,Low Priority,Low urgency monitoring,QR0209,20,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0300,Taxi,Emergency Exit,Bangalore,Illegal Parking,Yes,Critical,2026-05-26 08:32:55.449110,110,High Priority,Urgent owner notification required,QR0034,100,Critical Governance Zone,Immediate Response,Disaster Response Control Unit,Immediate enforcement and emergency clearance required.
INC0301,Car,Commercial Complex,Delhi,Gate Blockage,No,Medium,2026-05-27 12:25:55.449115,60,Medium Priority,Standard obstruction resolution workflow,QR0078,40,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0302,Car,School Zone,Hyderabad,Pedestrian Path Obstructed,Yes,Critical,2026-05-21 13:51:55.449120,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0249,120,Critical Governance Zone,Immediate Response,School Safety Traffic Division,Immediate enforcement and emergency clearance required.
INC0303,Auto Rickshaw,Shop Entrance,Hyderabad,Emergency Access Blocked,No,Critical,2026-05-24 11:16:55.449125,55,Medium Priority,Standard obstruction resolution workflow,QR0220,55,Moderate Risk Zone,Within 2 Hours,Municipal Traffic Management Authority,Standard obstruction resolution workflow recommended.
INC0304,Taxi,Pedestrian Sidewalk,Chennai,Pedestrian Path Obstructed,No,Low,2026-05-22 20:05:55.449129,55,Medium Priority,Standard obstruction resolution workflow,QR0239,55,Moderate Risk Zone,Within 2 Hours,Urban Pedestrian Safety Authority,Standard obstruction resolution workflow recommended.
INC0305,Two Wheeler,Pedestrian Sidewalk,Kochi,Commercial Entrance Blocked,Yes,Critical,2026-05-26 06:11:55.449134,85,High Priority,Urgent owner notification required,QR0097,100,Critical Governance Zone,Immediate Response,Urban Pedestrian Safety Authority,Immediate enforcement and emergency clearance required.
INC0306,Taxi,Hospital Entrance,Delhi,Pedestrian Path Obstructed,No,Critical,2026-05-22 20:12:55.449138,95,High Priority,Urgent owner notification required,QR0295,80,High Monitoring Zone,Within 30 Minutes,Emergency Medical Access Authority,Continuous monitoring and owner notification required.
INC0307,Auto Rickshaw,Apartment Gate,Delhi,Illegal Parking,Yes,Critical,2026-05-24 18:24:55.449143,90,High Priority,Urgent owner notification required,QR0089,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
