Incident_ID,Vehicle_Type,Location,City,Obstruction_Type,Emergency_Status,Severity_Level,Reported_Time,Priority_Score,AI_Priority_Level,Recommended_Action,Assigned_QR_ID,QR_ID,Owner_ID,Vehicle_Number,Masked_Contact,Registered_City,Anonymous_Notification,Emergency_Escalation,Location_Encoded,Priority_Encoded,Obstruction_Encoded,Emergency_Flag,Severity_Score,Accessibility_Risk_Index,Urban_Cluster,Anomaly_Flag,Anomaly_Status
INC0148,Van,Shop Entrance,Hyderabad,Roadside Congestion,No,Low,2026-05-21 19:37:31.623892,25,Low Priority,Low urgency monitoring,QR0049,QR0049,USER0049,TN52AB3547,98XXXX4983,Kochi,[INFO] Minor obstruction reported near Shop Entrance.,Standard Workflow,8,2,5,0,1,22.5,2,1,Normal Incident
INC0149,Auto Rickshaw,Apartment Gate,Hyderabad,Commercial Entrance Blocked,Yes,Critical,2026-05-23 10:47:31.623897,105,High Priority,Urgent owner notification required,QR0208,QR0208,USER0208,TN22AB7735,98XXXX9354,Pune,[HIGH PRIORITY] Your vehicle is currently blocking access near Apartment Gate. Please respond urgently.,Standard Workflow,0,1,0,1,3,112.5,1,1,Normal Incident
INC0150,Auto Rickshaw,Hospital Entrance,Chennai,Roadside Congestion,Yes,Critical,2026-05-21 04:47:31.623902,110,High Priority,Urgent owner notification required,QR0172,QR0172,USER0172,TN78AB8833,98XXXX5805,Bangalore,[HIGH PRIORITY] Your vehicle is currently blocking access near Hospital Entrance. Please respond urgently.,Standard Workflow,3,1,5,1,3,115.0,1,1,Normal Incident
INC0151,Taxi,Residential Street,Kochi,Commercial Entrance Blocked,No,Medium,2026-05-25 14:03:31.623907,40,Low Priority,Low urgency monitoring,QR0138,QR0138,USER0138,TN32AB4422,98XXXX6360,Delhi,[INFO] Minor obstruction reported near Residential Street.,Standard Workflow,6,2,0,0,2,40.0,2,1,Normal Incident
INC0152,Mini Truck,Apartment Gate,Pune,Roadside Congestion,No,Low,2026-05-24 19:39:31.623911,45,Low Priority,Low urgency monitoring,QR0287,QR0287,USER0287,TN23AB9685,98XXXX7021,Mumbai,[INFO] Minor obstruction reported near Apartment Gate.,Standard Workflow,0,2,5,0,1,32.5,2,1,Normal Incident
INC0153,Car,Emergency Exit,Kochi,Pedestrian Path Obstructed,No,Critical,2026-05-23 22:23:31.623917,95,High Priority,Urgent owner notification required,QR0127,QR0127,USER0127,TN77AB3212,98XXXX7524,Hyderabad,[HIGH PRIORITY] Your vehicle is currently blocking access near Emergency Exit. Please respond urgently.,Standard Workflow,2,1,4,1,3,107.5,0,1,Normal Incident
INC0154,Two Wheeler,School Zone,Hyderabad,Roadside Congestion,No,Low,2026-05-26 16:36:31.623922,65,Medium Priority,Standard obstruction resolution workflow,QR0129,QR0129,USER0129,TN73AB3319,98XXXX8573,Delhi,[NOTICE] Your vehicle may be causing access inconvenience near School Zone.,Standard Workflow,7,3,5,0,1,42.5,3,1,Normal Incident
INC0155,Auto Rickshaw,Traffic Junction,Pune,Emergency Access Blocked,No,Critical,2026-05-26 03:59:31.623930,75,Medium Priority,Standard obstruction resolution workflow,QR0267,QR0267,USER0267,TN24AB3053,98XXXX7568,Mumbai,[NOTICE] Your vehicle may be causing access inconvenience near Traffic Junction.,Standard Workflow,9,3,1,0,3,67.5,3,1,Normal Incident
INC0156,Van,Hospital Entrance,Pune,Pedestrian Path Obstructed,No,Critical,2026-05-26 15:56:31.623935,95,High Priority,Urgent owner notification required,QR0112,QR0112,USER0112,TN97AB9420,98XXXX9212,Bangalore,[HIGH PRIORITY] Your vehicle is currently blocking access near Hospital Entrance. Please respond urgently.,Standard Workflow,3,1,4,1,3,107.5,0,1,Normal Incident
INC0157,Car,Traffic Junction,Mumbai,Gate Blockage,Yes,Critical,2026-05-24 07:49:31.623940,105,High Priority,Urgent owner notification required,QR0267,QR0267,USER0267,TN24AB3053,98XXXX7568,Mumbai,[HIGH PRIORITY] Your vehicle is currently blocking access near Traffic Junction. Please respond urgently.,Standard Workflow,9,1,2,1,3,112.5,1,1,Normal Incident
INC0158,Taxi,Commercial Complex,Kochi,Pedestrian Path Obstructed,Yes,Critical,2026-05-22 10:15:31.623945,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0104,QR0104,USER0104,TN18AB6103,98XXXX1713,Chennai,[CRITICAL ALERT] Your vehicle is causing an obstruction near Commercial Complex. Immediate attention required.,Escalation Required,1,0,4,1,3,120.0,1,1,Normal Incident
INC0159,Auto Rickshaw,Traffic Junction,Delhi,Emergency Access Blocked,Yes,Critical,2026-05-24 19:20:31.623949,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0197,QR0197,USER0197,TN91AB5218,98XXXX9448,Mumbai,[CRITICAL ALERT] Your vehicle is causing an obstruction near Traffic Junction. Immediate attention required.,Escalation Required,9,0,1,1,3,120.0,1,1,Normal Incident
INC0160,Auto Rickshaw,Pedestrian Sidewalk,Hyderabad,Gate Blockage,No,Medium,2026-05-23 03:19:31.623954,40,Low Priority,Low urgency monitoring,QR0246,QR0246,USER0246,TN42AB5163,98XXXX2422,Mumbai,[INFO] Minor obstruction reported near Pedestrian Sidewalk.,Standard Workflow,5,2,2,0,2,40.0,2,1,Normal Incident
INC0161,Two Wheeler,Hospital Entrance,Kochi,Emergency Access Blocked,Yes,Critical,2026-05-21 17:45:31.623959,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0012,QR0012,USER0012,TN74AB2155,98XXXX4760,Kochi,[CRITICAL ALERT] Your vehicle is causing an obstruction near Hospital Entrance. Immediate attention required.,Escalation Required,3,0,1,1,3,130.0,1,-1,Critical Urban Anomaly
INC0162,Auto Rickshaw,Commercial Complex,Bangalore,Roadside Congestion,No,Low,2026-05-27 05:27:31.623964,45,Low Priority,Low urgency monitoring,QR0279,QR0279,USER0279,TN73AB2255,98XXXX3922,Chennai,[INFO] Minor obstruction reported near Commercial Complex.,Standard Workflow,1,2,5,0,1,32.5,2,1,Normal Incident
INC0163,Mini Truck,Apartment Gate,Kochi,Commercial Entrance Blocked,No,Medium,2026-05-27 16:18:31.623968,60,Medium Priority,Standard obstruction resolution workflow,QR0083,QR0083,USER0083,TN20AB8475,98XXXX9937,Hyderabad,[NOTICE] Your vehicle may be causing access inconvenience near Apartment Gate.,Standard Workflow,0,3,0,0,2,50.0,3,1,Normal Incident
INC0164,Mini Truck,Shop Entrance,Delhi,Illegal Parking,Yes,Critical,2026-05-26 06:13:31.623973,70,Medium Priority,Standard obstruction resolution workflow,QR0243,QR0243,USER0243,TN18AB6548,98XXXX7955,Mumbai,[NOTICE] Your vehicle may be causing access inconvenience near Shop Entrance.,Standard Workflow,8,3,3,0,3,65.0,3,1,Normal Incident
INC0165,Van,Traffic Junction,Bangalore,Illegal Parking,No,Low,2026-05-26 08:37:31.623978,45,Low Priority,Low urgency monitoring,QR0118,QR0118,USER0118,TN34AB8831,98XXXX8782,Pune,[INFO] Minor obstruction reported near Traffic Junction.,Standard Workflow,9,2,3,0,1,32.5,2,1,Normal Incident
INC0166,Taxi,School Zone,Pune,Commercial Entrance Blocked,Yes,Critical,2026-05-26 15:50:31.623983,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0090,QR0090,USER0090,TN61AB8734,98XXXX6872,Pune,[CRITICAL ALERT] Your vehicle is causing an obstruction near School Zone. Immediate attention required.,Escalation Required,7,0,0,1,3,122.5,1,1,Normal Incident
INC0167,Two Wheeler,School Zone,Delhi,Emergency Access Blocked,Yes,Critical,2026-05-23 01:37:31.623987,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0072,QR0072,USER0072,TN69AB1637,98XXXX1576,Pune,[CRITICAL ALERT] Your vehicle is causing an obstruction near School Zone. Immediate attention required.,Escalation Required,7,0,1,1,3,130.0,1,-1,Critical Urban Anomaly
INC0168,Car,Residential Street,Kochi,Emergency Access Blocked,Yes,Critical,2026-05-25 09:56:31.623992,100,High Priority,Urgent owner notification required,QR0014,QR0014,USER0014,TN68AB1527,98XXXX3683,Pune,[HIGH PRIORITY] Your vehicle is currently blocking access near Residential Street. Please respond urgently.,Standard Workflow,6,1,1,1,3,110.0,0,1,Normal Incident
INC0169,Van,Apartment Gate,Chennai,Commercial Entrance Blocked,Yes,Critical,2026-05-25 09:44:31.623996,105,High Priority,Urgent owner notification required,QR0064,QR0064,USER0064,TN32AB5630,98XXXX7091,Mumbai,[HIGH PRIORITY] Your vehicle is currently blocking access near Apartment Gate. Please respond urgently.,Standard Workflow,0,1,0,1,3,112.5,1,1,Normal Incident
INC0170,Mini Truck,Hospital Entrance,Bangalore,Roadside Congestion,Yes,Critical,2026-05-24 00:06:31.624001,110,High Priority,Urgent owner notification required,QR0016,QR0016,USER0016,TN52AB5583,98XXXX3812,Kochi,[HIGH PRIORITY] Your vehicle is currently blocking access near Hospital Entrance. Please respond urgently.,Standard Workflow,3,1,5,1,3,115.0,1,1,Normal Incident
INC0171,Van,Apartment Gate,Kochi,Pedestrian Path Obstructed,Yes,Critical,2026-05-25 18:42:31.624008,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0274,QR0274,USER0274,TN24AB1815,98XXXX9808,Bangalore,[CRITICAL ALERT] Your vehicle is causing an obstruction near Apartment Gate. Immediate attention required.,Escalation Required,0,0,4,1,3,120.0,1,1,Normal Incident
INC0172,Two Wheeler,Pedestrian Sidewalk,Delhi,Commercial Entrance Blocked,Yes,Critical,2026-05-24 21:20:31.624013,85,High Priority,Urgent owner notification required,QR0069,QR0069,USER0069,TN85AB6144,98XXXX2655,Hyderabad,[HIGH PRIORITY] Your vehicle is currently blocking access near Pedestrian Sidewalk. Please respond urgently.,Standard Workflow,5,1,0,1,3,102.5,0,1,Normal Incident
INC0173,Taxi,Emergency Exit,Delhi,Gate Blockage,No,Critical,2026-05-23 12:33:31.624018,80,High Priority,Urgent owner notification required,QR0163,QR0163,USER0163,TN81AB2291,98XXXX2326,Delhi,[HIGH PRIORITY] Your vehicle is currently blocking access near Emergency Exit. Please respond urgently.,Standard Workflow,2,1,2,1,3,100.0,0,1,Normal Incident
INC0174,Taxi,Commercial Complex,Delhi,Pedestrian Path Obstructed,Yes,Critical,2026-05-27 09:15:31.624023,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0258,QR0258,USER0258,TN98AB3208,98XXXX3406,Chennai,[CRITICAL ALERT] Your vehicle is causing an obstruction near Commercial Complex. Immediate attention required.,Escalation Required,1,0,4,1,3,120.0,1,1,Normal Incident
INC0175,Auto Rickshaw,Residential Street,Bangalore,Gate Blockage,Yes,Critical,2026-05-21 13:42:31.624028,85,High Priority,Urgent owner notification required,QR0197,QR0197,USER0197,TN91AB5218,98XXXX9448,Mumbai,[HIGH PRIORITY] Your vehicle is currently blocking access near Residential Street. Please respond urgently.,Standard Workflow,6,1,2,1,3,102.5,0,1,Normal Incident
INC0176,Car,Traffic Junction,Hyderabad,Pedestrian Path Obstructed,No,Low,2026-05-26 05:01:31.624033,75,Medium Priority,Standard obstruction resolution workflow,QR0022,QR0022,USER0022,TN97AB6842,98XXXX6830,Delhi,[NOTICE] Your vehicle may be causing access inconvenience near Traffic Junction.,Standard Workflow,9,3,4,0,1,47.5,3,1,Normal Incident
INC0177,Car,Pedestrian Sidewalk,Kochi,Illegal Parking,No,Low,2026-05-25 17:18:31.624037,25,Low Priority,Low urgency monitoring,QR0030,QR0030,USER0030,TN40AB4112,98XXXX4048,Hyderabad,[INFO] Minor obstruction reported near Pedestrian Sidewalk.,Standard Workflow,5,2,3,0,1,22.5,2,1,Normal Incident
INC0178,Car,Hospital Entrance,Delhi,Commercial Entrance Blocked,No,Critical,2026-05-26 08:11:31.624042,80,High Priority,Urgent owner notification required,QR0125,QR0125,USER0125,TN96AB5283,98XXXX6462,Hyderabad,[HIGH PRIORITY] Your vehicle is currently blocking access near Hospital Entrance. Please respond urgently.,Standard Workflow,3,1,0,1,3,100.0,0,1,Normal Incident
INC0179,Car,Commercial Complex,Mumbai,Illegal Parking,No,Low,2026-05-24 23:35:31.624046,45,Low Priority,Low urgency monitoring,QR0176,QR0176,USER0176,TN71AB7558,98XXXX4232,Delhi,[INFO] Minor obstruction reported near Commercial Complex.,Standard Workflow,1,2,3,0,1,32.5,2,1,Normal Incident
INC0180,Mini Truck,Hospital Entrance,Chennai,Emergency Access Blocked,Yes,Critical,2026-05-21 19:04:31.624051,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0003,QR0003,USER0003,TN43AB2280,98XXXX8601,Bangalore,[CRITICAL ALERT] Your vehicle is causing an obstruction near Hospital Entrance. Immediate attention required.,Escalation Required,3,0,1,1,3,130.0,1,-1,Critical Urban Anomaly
INC0181,Two Wheeler,Residential Street,Hyderabad,Roadside Congestion,Yes,Critical,2026-05-24 10:06:31.624056,70,Medium Priority,Standard obstruction resolution workflow,QR0049,QR0049,USER0049,TN52AB3547,98XXXX4983,Kochi,[NOTICE] Your vehicle may be causing access inconvenience near Residential Street.,Standard Workflow,6,3,5,0,3,65.0,3,1,Normal Incident
INC0182,Mini Truck,Commercial Complex,Bangalore,Gate Blockage,Yes,Critical,2026-05-22 13:35:31.624060,105,High Priority,Urgent owner notification required,QR0149,QR0149,USER0149,TN37AB3904,98XXXX7435,Chennai,[HIGH PRIORITY] Your vehicle is currently blocking access near Commercial Complex. Please respond urgently.,Standard Workflow,1,1,2,1,3,112.5,1,1,Normal Incident
INC0183,Van,Apartment Gate,Pune,Commercial Entrance Blocked,Yes,Critical,2026-05-22 22:45:31.624065,105,High Priority,Urgent owner notification required,QR0050,QR0050,USER0050,TN99AB5811,98XXXX2715,Mumbai,[HIGH PRIORITY] Your vehicle is currently blocking access near Apartment Gate. Please respond urgently.,Standard Workflow,0,1,0,1,3,112.5,1,1,Normal Incident
INC0184,Taxi,Residential Street,Mumbai,Emergency Access Blocked,Yes,Critical,2026-05-26 09:11:31.624070,100,High Priority,Urgent owner notification required,QR0148,QR0148,USER0148,TN63AB6639,98XXXX1424,Bangalore,[HIGH PRIORITY] Your vehicle is currently blocking access near Residential Street. Please respond urgently.,Standard Workflow,6,1,1,1,3,110.0,0,1,Normal Incident
INC0185,Mini Truck,Pedestrian Sidewalk,Hyderabad,Emergency Access Blocked,Yes,Critical,2026-05-24 02:33:31.624075,100,High Priority,Urgent owner notification required,QR0185,QR0185,USER0185,TN98AB7691,98XXXX8422,Mumbai,[HIGH PRIORITY] Your vehicle is currently blocking access near Pedestrian Sidewalk. Please respond urgently.,Standard Workflow,5,1,1,1,3,110.0,0,1,Normal Incident
INC0186,Auto Rickshaw,Hospital Entrance,Kochi,Commercial Entrance Blocked,Yes,Critical,2026-05-23 20:51:31.624079,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0157,QR0157,USER0157,TN92AB6168,98XXXX4135,Mumbai,[CRITICAL ALERT] Your vehicle is causing an obstruction near Hospital Entrance. Immediate attention required.,Escalation Required,3,0,0,1,3,122.5,1,1,Normal Incident
INC0187,Van,School Zone,Mumbai,Commercial Entrance Blocked,No,Medium,2026-05-23 16:57:31.624084,80,High Priority,Urgent owner notification required,QR0087,QR0087,USER0087,TN75AB4123,98XXXX7151,Mumbai,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Standard Workflow,7,1,0,1,2,90.0,0,1,Normal Incident
INC0188,Taxi,School Zone,Hyderabad,Commercial Entrance Blocked,No,Medium,2026-05-24 19:20:31.624089,80,High Priority,Urgent owner notification required,QR0059,QR0059,USER0059,TN51AB3730,98XXXX2755,Delhi,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Standard Workflow,7,1,0,1,2,90.0,0,1,Normal Incident
INC0189,Taxi,Pedestrian Sidewalk,Chennai,Commercial Entrance Blocked,Yes,Critical,2026-05-22 22:10:31.624094,85,High Priority,Urgent owner notification required,QR0099,QR0099,USER0099,TN21AB5441,98XXXX5955,Mumbai,[HIGH PRIORITY] Your vehicle is currently blocking access near Pedestrian Sidewalk. Please respond urgently.,Standard Workflow,5,1,0,1,3,102.5,0,1,Normal Incident
INC0190,Auto Rickshaw,Traffic Junction,Chennai,Emergency Access Blocked,No,Critical,2026-05-27 00:31:31.624098,75,Medium Priority,Standard obstruction resolution workflow,QR0087,QR0087,USER0087,TN75AB4123,98XXXX7151,Mumbai,[NOTICE] Your vehicle may be causing access inconvenience near Traffic Junction.,Standard Workflow,9,3,1,0,3,67.5,3,1,Normal Incident
INC0191,Car,Apartment Gate,Bangalore,Emergency Access Blocked,Yes,Critical,2026-05-21 03:42:31.624103,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0058,QR0058,USER0058,TN81AB3495,98XXXX8805,Delhi,[CRITICAL ALERT] Your vehicle is causing an obstruction near Apartment Gate. Immediate attention required.,Escalation Required,0,0,1,1,3,120.0,1,1,Normal Incident
INC0192,Van,Emergency Exit,Mumbai,Illegal Parking,No,Critical,2026-05-25 04:39:31.624108,65,Medium Priority,Standard obstruction resolution workflow,QR0030,QR0030,USER0030,TN40AB4112,98XXXX4048,Hyderabad,[NOTICE] Your vehicle may be causing access inconvenience near Emergency Exit.,Standard Workflow,2,3,3,0,3,62.5,3,1,Normal Incident
INC0193,Auto Rickshaw,Apartment Gate,Delhi,Pedestrian Path Obstructed,Yes,Critical,2026-05-24 14:02:31.624112,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0217,QR0217,USER0217,TN21AB3887,98XXXX9546,Mumbai,[CRITICAL ALERT] Your vehicle is causing an obstruction near Apartment Gate. Immediate attention required.,Escalation Required,0,0,4,1,3,120.0,1,1,Normal Incident
INC0194,Van,Hospital Entrance,Hyderabad,Gate Blockage,No,Critical,2026-05-21 17:48:31.624117,80,High Priority,Urgent owner notification required,QR0132,QR0132,USER0132,TN21AB5883,98XXXX7143,Hyderabad,[HIGH PRIORITY] Your vehicle is currently blocking access near Hospital Entrance. Please respond urgently.,Standard Workflow,3,1,2,1,3,100.0,0,1,Normal Incident
INC0195,Mini Truck,Commercial Complex,Kochi,Gate Blockage,Yes,Critical,2026-05-22 17:00:31.624121,105,High Priority,Urgent owner notification required,QR0280,QR0280,USER0280,TN28AB1123,98XXXX2865,Kochi,[HIGH PRIORITY] Your vehicle is currently blocking access near Commercial Complex. Please respond urgently.,Standard Workflow,1,1,2,1,3,112.5,1,1,Normal Incident
INC0196,Auto Rickshaw,Pedestrian Sidewalk,Pune,Illegal Parking,No,Low,2026-05-25 22:02:31.624126,25,Low Priority,Low urgency monitoring,QR0236,QR0236,USER0236,TN38AB6418,98XXXX3287,Chennai,[INFO] Minor obstruction reported near Pedestrian Sidewalk.,Standard Workflow,5,2,3,0,1,22.5,2,1,Normal Incident
INC0197,Two Wheeler,Shop Entrance,Pune,Commercial Entrance Blocked,No,Medium,2026-05-21 21:10:31.624137,40,Low Priority,Low urgency monitoring,QR0116,QR0116,USER0116,TN64AB6110,98XXXX9734,Kochi,[INFO] Minor obstruction reported near Shop Entrance.,Standard Workflow,8,2,0,0,2,40.0,2,1,Normal Incident
INC0198,Auto Rickshaw,Residential Street,Kochi,Gate Blockage,Yes,Critical,2026-05-23 19:33:31.624142,85,High Priority,Urgent owner notification required,QR0094,QR0094,USER0094,TN13AB6693,98XXXX7050,Pune,[HIGH PRIORITY] Your vehicle is currently blocking access near Residential Street. Please respond urgently.,Standard Workflow,6,1,2,1,3,102.5,0,1,Normal Incident
INC0199,Mini Truck,Hospital Entrance,Pune,Commercial Entrance Blocked,Yes,Critical,2026-05-23 00:50:31.624146,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0066,QR0066,USER0066,TN62AB3605,98XXXX2509,Pune,[CRITICAL ALERT] Your vehicle is causing an obstruction near Hospital Entrance. Immediate attention required.,Escalation Required,3,0,0,1,3,122.5,1,1,Normal Incident
INC0200,Auto Rickshaw,Residential Street,Bangalore,Emergency Access Blocked,No,Critical,2026-05-23 18:20:31.624151,55,Medium Priority,Standard obstruction resolution workflow,QR0288,QR0288,USER0288,TN25AB3080,98XXXX4267,Delhi,[NOTICE] Your vehicle may be causing access inconvenience near Residential Street.,Standard Workflow,6,3,1,0,3,57.5,3,1,Normal Incident
INC0201,Taxi,Narrow Lane,Chennai,Illegal Parking,Yes,Critical,2026-05-20 22:08:31.624156,70,Medium Priority,Standard obstruction resolution workflow,QR0094,QR0094,USER0094,TN13AB6693,98XXXX7050,Pune,[NOTICE] Your vehicle may be causing access inconvenience near Narrow Lane.,Standard Workflow,4,3,3,0,3,65.0,3,1,Normal Incident
INC0202,Auto Rickshaw,Apartment Gate,Pune,Roadside Congestion,Yes,Critical,2026-05-26 03:35:31.624161,90,High Priority,Urgent owner notification required,QR0271,QR0271,USER0271,TN74AB5118,98XXXX3972,Chennai,[HIGH PRIORITY] Your vehicle is currently blocking access near Apartment Gate. Please respond urgently.,Standard Workflow,0,1,5,1,3,105.0,0,1,Normal Incident
INC0203,Taxi,Pedestrian Sidewalk,Bangalore,Gate Blockage,Yes,Critical,2026-05-22 20:35:31.624168,85,High Priority,Urgent owner notification required,QR0135,QR0135,USER0135,TN15AB6118,98XXXX4715,Hyderabad,[HIGH PRIORITY] Your vehicle is currently blocking access near Pedestrian Sidewalk. Please respond urgently.,Standard Workflow,5,1,2,1,3,102.5,0,1,Normal Incident
INC0204,Van,Commercial Complex,Mumbai,Commercial Entrance Blocked,Yes,Critical,2026-05-25 18:48:31.624207,105,High Priority,Urgent owner notification required,QR0167,QR0167,USER0167,TN91AB7679,98XXXX2454,Mumbai,[HIGH PRIORITY] Your vehicle is currently blocking access near Commercial Complex. Please respond urgently.,Standard Workflow,1,1,0,1,3,112.5,1,1,Normal Incident
INC0205,Auto Rickshaw,Shop Entrance,Hyderabad,Emergency Access Blocked,Yes,Critical,2026-05-27 13:13:31.624221,100,High Priority,Urgent owner notification required,QR0123,QR0123,USER0123,TN25AB8340,98XXXX5256,Delhi,[HIGH PRIORITY] Your vehicle is currently blocking access near Shop Entrance. Please respond urgently.,Standard Workflow,8,1,1,1,3,110.0,0,1,Normal Incident
INC0206,Mini Truck,Apartment Gate,Delhi,Commercial Entrance Blocked,No,Medium,2026-05-21 20:57:31.624226,60,Medium Priority,Standard obstruction resolution workflow,QR0063,QR0063,USER0063,TN24AB2321,98XXXX2227,Hyderabad,[NOTICE] Your vehicle may be causing access inconvenience near Apartment Gate.,Standard Workflow,0,3,0,0,2,50.0,3,1,Normal Incident
INC0207,Two Wheeler,Shop Entrance,Bangalore,Roadside Congestion,No,Low,2026-05-20 19:39:31.624232,25,Low Priority,Low urgency monitoring,QR0177,QR0177,USER0177,TN80AB6645,98XXXX1359,Kochi,[INFO] Minor obstruction reported near Shop Entrance.,Standard Workflow,8,2,5,0,1,22.5,2,1,Normal Incident
INC0208,Two Wheeler,Emergency Exit,Chennai,Roadside Congestion,No,Critical,2026-05-27 11:01:31.624237,65,Medium Priority,Standard obstruction resolution workflow,QR0042,QR0042,USER0042,TN95AB7563,98XXXX8733,Mumbai,[NOTICE] Your vehicle may be causing access inconvenience near Emergency Exit.,Standard Workflow,2,3,5,0,3,62.5,3,1,Normal Incident
INC0209,Mini Truck,Apartment Gate,Hyderabad,Commercial Entrance Blocked,Yes,Critical,2026-05-24 15:16:31.624241,105,High Priority,Urgent owner notification required,QR0130,QR0130,USER0130,TN63AB2356,98XXXX9204,Kochi,[HIGH PRIORITY] Your vehicle is currently blocking access near Apartment Gate. Please respond urgently.,Standard Workflow,0,1,0,1,3,112.5,1,1,Normal Incident
INC0210,Taxi,Hospital Entrance,Bangalore,Illegal Parking,Yes,Critical,2026-05-22 07:11:31.624246,110,High Priority,Urgent owner notification required,QR0076,QR0076,USER0076,TN22AB9385,98XXXX8561,Hyderabad,[HIGH PRIORITY] Your vehicle is currently blocking access near Hospital Entrance. Please respond urgently.,Standard Workflow,3,1,3,1,3,115.0,1,1,Normal Incident
INC0211,Auto Rickshaw,Pedestrian Sidewalk,Kochi,Pedestrian Path Obstructed,Yes,Critical,2026-05-27 00:08:31.624251,100,High Priority,Urgent owner notification required,QR0029,QR0029,USER0029,TN22AB7376,98XXXX3157,Delhi,[HIGH PRIORITY] Your vehicle is currently blocking access near Pedestrian Sidewalk. Please respond urgently.,Standard Workflow,5,1,4,1,3,110.0,0,1,Normal Incident
INC0212,Mini Truck,Emergency Exit,Kochi,Emergency Access Blocked,No,Critical,2026-05-24 23:12:31.624256,95,High Priority,Urgent owner notification required,QR0118,QR0118,USER0118,TN34AB8831,98XXXX8782,Pune,[HIGH PRIORITY] Your vehicle is currently blocking access near Emergency Exit. Please respond urgently.,Standard Workflow,2,1,1,1,3,107.5,0,1,Normal Incident
INC0213,Two Wheeler,School Zone,Chennai,Illegal Parking,Yes,Critical,2026-05-25 02:29:31.624260,110,High Priority,Urgent owner notification required,QR0190,QR0190,USER0190,TN49AB4269,98XXXX5963,Mumbai,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Standard Workflow,7,1,3,1,3,115.0,1,1,Normal Incident
INC0214,Taxi,Shop Entrance,Hyderabad,Roadside Congestion,Yes,Critical,2026-05-22 22:34:31.624267,70,Medium Priority,Standard obstruction resolution workflow,QR0049,QR0049,USER0049,TN52AB3547,98XXXX4983,Kochi,[NOTICE] Your vehicle may be causing access inconvenience near Shop Entrance.,Standard Workflow,8,3,5,0,3,65.0,3,1,Normal Incident
INC0215,Mini Truck,Shop Entrance,Mumbai,Commercial Entrance Blocked,Yes,Critical,2026-05-26 02:53:31.624272,85,High Priority,Urgent owner notification required,QR0204,QR0204,USER0204,TN66AB4531,98XXXX9177,Mumbai,[HIGH PRIORITY] Your vehicle is currently blocking access near Shop Entrance. Please respond urgently.,Standard Workflow,8,1,0,1,3,102.5,0,1,Normal Incident
INC0216,Car,School Zone,Kochi,Pedestrian Path Obstructed,Yes,Critical,2026-05-24 19:57:31.624277,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0142,QR0142,USER0142,TN89AB6143,98XXXX8459,Hyderabad,[CRITICAL ALERT] Your vehicle is causing an obstruction near School Zone. Immediate attention required.,Escalation Required,7,0,4,1,3,130.0,1,-1,Critical Urban Anomaly
INC0217,Car,Commercial Complex,Delhi,Gate Blockage,Yes,Critical,2026-05-22 15:27:31.624281,105,High Priority,Urgent owner notification required,QR0278,QR0278,USER0278,TN69AB8443,98XXXX8382,Chennai,[HIGH PRIORITY] Your vehicle is currently blocking access near Commercial Complex. Please respond urgently.,Standard Workflow,1,1,2,1,3,112.5,1,1,Normal Incident
INC0218,Taxi,Narrow Lane,Pune,Illegal Parking,No,Low,2026-05-22 05:34:31.624286,25,Low Priority,Low urgency monitoring,QR0152,QR0152,USER0152,TN27AB5652,98XXXX3853,Pune,[INFO] Minor obstruction reported near Narrow Lane.,Standard Workflow,4,2,3,0,1,22.5,2,1,Normal Incident
INC0219,Mini Truck,Residential Street,Kochi,Roadside Congestion,Yes,Critical,2026-05-26 15:31:31.624291,70,Medium Priority,Standard obstruction resolution workflow,QR0082,QR0082,USER0082,TN39AB1918,98XXXX4993,Delhi,[NOTICE] Your vehicle may be causing access inconvenience near Residential Street.,Standard Workflow,6,3,5,0,3,65.0,3,1,Normal Incident
INC0220,Car,Narrow Lane,Mumbai,Illegal Parking,No,Low,2026-05-24 20:56:31.624295,25,Low Priority,Low urgency monitoring,QR0044,QR0044,USER0044,TN54AB7170,98XXXX6642,Kochi,[INFO] Minor obstruction reported near Narrow Lane.,Standard Workflow,4,2,3,0,1,22.5,2,1,Normal Incident
